* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160408_CH_Mcap_34.eds
* Experiment Run End Time = 2016-04-08 13:01:43 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
A1																		N
A2	3-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.5942	28.6954	0.1432				true	0.05	true	16	22		N
A3	3-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.7967	28.6954	0.1432				true	0.05	true	16	22		N
A4	NTC	Mc	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A5	26-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	30.1177	30.1269	0.013				true	0.05	true	16	22		N
A6	26-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	30.1361	30.1269	0.013				true	0.05	true	16	22		N
A7	26-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A7	26-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	33.8354	33.8502	0.0209				true	0.05	true	16	22		N
A8	26-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A8	26-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	33.865	33.8502	0.0209				true	0.05	true	16	22		N
A9	57-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	31.6228	31.9122	0.4092				false	0.05	false	16	22		N
A9	57-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A10	57-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	32.2015	31.9122	0.4092				false	0.05	false	16	22		N
A10	57-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A11	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A11	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A12																		N
B1	4-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.2526	28.0933	0.2252				true	0.05	true	16	22		N
B2	4-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.9341	28.0933	0.2252				true	0.05	true	16	22		N
