* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160301_CH_Mcap_14.eds
* Experiment Run End Time = 2016-03-01 14:04:25 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
A1																		N
A2	215-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	34.7492	34.7675	0.026				false	0.05	true	16	22		N
A3	215-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	34.7859	34.7675	0.026				false	0.05	true	16	22		N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.5823	25.7096	0.1799				false	0.05	true	16	22		N
A5	206-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.8455	27.2427	0.5618				false	0.05	true	16	22		Y
A6	206-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.64	27.2427	0.5618				false	0.05	true	16	22		Y
A7	206-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	31.4301	31.6204	0.2691				false	0.05	false	16	22		N
A7	206-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	30.2726	30.1584	0.1616				false	0.05	false	16	22		N
A8	206-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	31.8106	31.6204	0.2691				false	0.05	false	16	22		N
A8	206-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	30.0441	30.1584	0.1616				false	0.05	false	16	22		N
A9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.2491	30.4432	0.2745				false	0.05	false	16	22		N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	27.9657	28.0675	0.1439				false	0.05	false	16	22		N
A12																		N
B1	215-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	32.0571	31.9077	0.2112				false	0.05	true	16	22		N
B2	215-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	31.7583	31.9077	0.2112				false	0.05	true	16	22		N
B3	215-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	35.0136	34.4943	0.7344				false	0.05	false	16	22		Y
B3	215-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	29.3318	29.2917	0.0568				false	0.05	false	16	22		Y
B4	215-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	33.975	34.4943	0.7344				false	0.05	false	16	22		Y
B4	215-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	29.2516	29.2917	0.0568				false	0.05	false	16	22		Y
B5	138-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	33.5215	33.1996	0.4551				false	0.05	true	16	22		N
B6	138-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	32.8778	33.1996	0.4551				false	0.05	true	16	22		N
B7	138-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
B7	138-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	29.0784	29.2275	0.2109				false	0.05	false	16	22		N
B8	138-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
B8	138-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	29.3766	29.2275	0.2109				false	0.05	false	16	22		N
B9	80-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	36.7607	36.1107	0.9192				false	0.05	true	16	22		Y
B10	80-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	35.4607	36.1107	0.9192				false	0.05	true	16	22		Y
B11	80-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
B11	80-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	30.8749	31.1125	0.3359				false	0.05	false	16	22		N
B12	80-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
B12	80-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	31.35	31.1125	0.3359				false	0.05	false	16	22		N
C1	205-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	33.6324	33.7151	0.1169				false	0.05	true	16	22		N
C2	205-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	33.7977	33.7151	0.1169				false	0.05	true	16	22		N
C3	205-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	30.6655	30.6256	0.0564				false	0.05	false	16	22		N
C3	205-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C4	205-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	30.5858	30.6256	0.0564				false	0.05	false	16	22		N
C4	205-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C5	138-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.8343	29.7032	0.1854				false	0.05	true	16	22		N
C6	138-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.5721	29.7032	0.1854				false	0.05	true	16	22		N
C7	138-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C7	138-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	29.24	29.3266	0.1225				false	0.05	false	16	22		N
C8	138-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C8	138-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	29.4132	29.3266	0.1225				false	0.05	false	16	22		N
C9	80-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.5172	27.5099	0.0104				false	0.05	true	16	22		N
C10	80-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.5025	27.5099	0.0104				false	0.05	true	16	22		N
C11	80-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C11	80-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	27.8642	27.9575	0.132				false	0.05	false	16	22		N
C12	80-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C12	80-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	28.0508	27.9575	0.132				false	0.05	false	16	22		N
D1	205-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.7438	28.6403	0.1464				false	0.05	true	16	22		N
D2	205-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.5368	28.6403	0.1464				false	0.05	true	16	22		N
D3	205-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	30.6421	30.4424	0.2824				false	0.05	false	16	22		N
D3	205-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
D4	205-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	30.2427	30.4424	0.2824				false	0.05	false	16	22		N
D4	205-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
D5	122-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.7082	29.7755	0.0951				false	0.05	true	16	22		N
D6	122-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.8428	29.7755	0.0951				false	0.05	true	16	22		N
D7	122-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	32.2611	32.1146	0.2071				false	0.05	false	16	22		N
D7	122-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	35.4049	35.6322	0.3214				false	0.05	false	16	22		N
D8	122-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	31.9682	32.1146	0.2071				false	0.05	false	16	22		N
D8	122-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	35.8594	35.6322	0.3214				false	0.05	false	16	22		N
D9	80-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	24.3986	24.3956	0.0042				false	0.05	true	16	22		N
D10	80-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	24.3927	24.3956	0.0042				false	0.05	true	16	22		N
D11	80-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
