* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160311_CH_Mcap_25.eds
* Experiment Run End Time = 2016-03-11 15:59:53 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
A1																		N
A2	70-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.9014	25.9475	0.0652				true	0.05	true	16	22		N
A3	70-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.9936	25.9475	0.0652				true	0.05	true	16	22		N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.8263	25.9494	0.1741				true	0.05	true	16	22		N
A5	123-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.2167	28.2101	0.0093				true	0.05	true	16	22		N
A6	123-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.2035	28.2101	0.0093				true	0.05	true	16	22		N
A7	123-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	32.822	32.7905	0.0447				false	0.05	false	16	22		N
A7	123-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A8	123-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	32.7589	32.7905	0.0447				false	0.05	false	16	22		N
A8	123-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.3081	31.119	0.2673				false	0.05	false	16	22		N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	28.4583	28.3561	0.1445				true	0.05	true	16	22		N
A12																		N
B1	70-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.9204	26.8503	0.0992				true	0.05	true	16	22		N
B2	70-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.7802	26.8503	0.0992				true	0.05	true	16	22		N
B3	70-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	34.9052	34.8108	0.1335				false	0.05	false	16	22		N
B3	70-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	30.6216	30.6557	0.0481				true	0.05	true	16	22		N
B4	70-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	34.7164	34.8108	0.1335				false	0.05	false	16	22		N
B4	70-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	30.6897	30.6557	0.0481				true	0.05	true	16	22		N
B5	123-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.9455	26.8889	0.08				true	0.05	true	16	22		N
B6	123-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.8323	26.8889	0.08				true	0.05	true	16	22		N
B7	123-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	35.6935	35.4066	0.4056				false	0.05	false	16	22		N
B7	123-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B8	123-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	35.1198	35.4066	0.4056				false	0.05	false	16	22		N
B8	123-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B9	125-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.5416	27.6234	0.1156				true	0.05	true	16	22		N
B10	125-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.7051	27.6234	0.1156				true	0.05	true	16	22		N
B11	125-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	30.5917	30.5713	0.0287				false	0.05	false	16	22		N
B11	125-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	32.9262	33.0734	0.2082				true	0.05	true	16	22		N
B12	125-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	30.551	30.5713	0.0287				false	0.05	false	16	22		N
B12	125-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	33.2206	33.0734	0.2082				true	0.05	true	16	22		N
C1	70-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.4374	26.2119	0.3188				true	0.05	true	16	22		N
C2	70-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.9865	26.2119	0.3188				true	0.05	true	16	22		N
C3	70-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	34.438	34.5528	0.1624				false	0.05	false	16	22		N
C3	70-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	29.6879	29.8984	0.2977				true	0.05	true	16	22		N
C4	70-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	34.6676	34.5528	0.1624				false	0.05	false	16	22		N
C4	70-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	30.1089	29.8984	0.2977				true	0.05	true	16	22		N
