* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160328_CH_Mcap_32.eds
* Experiment Run End Time = 2016-03-28 18:22:33 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
A1																		N
A2	52-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.6852	28.6817	0.005				true	0.05	true	16	22		N
A3	52-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.6781	28.6817	0.005				true	0.05	true	16	22		N
A4	NTC	Mc	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A5	121-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.9388	29.8796	0.0837				true	0.05	true	16	22		N
A6	121-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.8204	29.8796	0.0837				true	0.05	true	16	22		N
A7	121-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	29.5461	29.5491	0.0044				false	0.05	false	16	22		N
A7	121-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A8	121-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	29.5522	29.5491	0.0044				false	0.05	false	16	22		N
A8	121-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A9	216-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A9	216-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	30.2007	29.9479	0.3574				true	0.05	true	16	22		N
A10	216-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A10	216-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	29.6952	29.9479	0.3574				true	0.05	true	16	22		N
A11	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A11	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A12																		N
B1	121-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	31.983	31.9457	0.0527				true	0.05	true	16	22		N
B2	121-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	31.9084	31.9457	0.0527				true	0.05	true	16	22		N
B3	121-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	28.7787	28.9316	0.2162				false	0.05	false	16	22		N
B3	121-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B4	121-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	29.0845	28.9316	0.2162				false	0.05	false	16	22		N
B4	121-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B5	25-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	37.1279	36.6747	0.641				true	0.05	true	16	22		Y
B6	25-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	36.2214	36.6747	0.641				true	0.05	true	16	22		Y
B7	25-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	31.5628	31.4394	0.1745				false	0.05	false	16	22		N
B7	25-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B8	25-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	31.316	31.4394	0.1745				false	0.05	false	16	22		N
B8	25-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B9	43-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.8837	28.8782	0.0078				true	0.05	true	16	22		N
B10	43-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.8727	28.8782	0.0078				true	0.05	true	16	22		N
B11	43-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	27.9513	28.1407	0.2678				false	0.05	false	16	22		N
