* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160223_CH_Mcap_4.eds
* Experiment Run End Time = 2016-02-23 12:37:55 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
A1																		N
A2	211-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.3981	27.1327	0.3754				false	0.05	true	16	22		N
A3	211-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.8672	27.1327	0.3754				false	0.05	true	16	22		N
A4	(+)78-10.24.14	Mc	UNKNOWN	FAM	NFQ-MGB	28.4292	28.1285	0.4252				false	0.05	true	16	22		N
A5	52-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.1835	29.1364	0.0666				false	0.05	true	16	22		N
A6	52-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.0893	29.1364	0.0666				false	0.05	true	16	22		N
A7	52-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	30.0564	29.9349	0.1717				false	0.05	false	16	22		N
A7	52-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	30.7665	30.5915	0.2474				false	0.05	false	16	22		N
A8	52-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	29.8135	29.9349	0.1717				false	0.05	false	16	22		N
A8	52-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	30.4166	30.5915	0.2474				false	0.05	false	16	22		N
A9	(+)78-10.24.14	C	UNKNOWN	VIC	NFQ-MGB	31.9324	31.9503	0.0253				false	0.05	false	16	22		N
A9	(+)78-10.24.14	D	UNKNOWN	FAM	NFQ-MGB	30.4018	30.4392	0.0529				false	0.05	false	16	22		N
A10	(+)78-10.24.14	C	UNKNOWN	VIC	NFQ-MGB	31.9682	31.9503	0.0253				false	0.05	false	16	22		N
A10	(+)78-10.24.14	D	UNKNOWN	FAM	NFQ-MGB	30.4766	30.4392	0.0529				false	0.05	false	16	22		N
A11																		N
A12																		N
B1	52-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.4668	26.2267	0.3396				false	0.05	true	16	22		N
B2	52-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.9865	26.2267	0.3396				false	0.05	true	16	22		N
B3	52-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	29.6812	29.8628	0.2569				false	0.05	false	16	22		N
B3	52-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	29.7236	29.9574	0.3308				false	0.05	false	16	22		N
B4	52-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	30.0445	29.8628	0.2569				false	0.05	false	16	22		N
B4	52-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	30.1913	29.9574	0.3308				false	0.05	false	16	22		N
B5	40-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	24.0004	23.9412	0.0837				false	0.05	true	16	22		N
B6	40-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	23.882	23.9412	0.0837				false	0.05	true	16	22		N
B7	40-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	27.9241	28.015	0.1285				false	0.05	false	16	22		N
B7	40-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	29.6971	29.8296	0.1875				false	0.05	false	16	22		N
B8	40-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	28.1058	28.015	0.1285				false	0.05	false	16	22		N
B8	40-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	29.9622	29.8296	0.1875				false	0.05	false	16	22		N
B9	65-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.5122	26.4534	0.0831				false	0.05	true	16	22		N
B10	65-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.3946	26.4534	0.0831				false	0.05	true	16	22		N
B11	65-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	29.2724	29.1957	0.1084				false	0.05	false	16	22		N
B11	65-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
B12	65-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	29.119	29.1957	0.1084				false	0.05	false	16	22		N
B12	65-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C1	52-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.3148	28.0849	0.3252				false	0.05	true	16	22		N
C2	52-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.855	28.0849	0.3252				false	0.05	true	16	22		N
C3	52-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	30.3303	30.4114	0.1147				false	0.05	false	16	22		N
C3	52-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	32.1001	31.9417	0.224				false	0.05	false	16	22		N
C4	52-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	30.4925	30.4114	0.1147				false	0.05	false	16	22		N
C4	52-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	31.7832	31.9417	0.224				false	0.05	false	16	22		N
C5	40-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.1314	26.8312	0.4246				false	0.05	true	16	22		N
C6	40-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.531	26.8312	0.4246				false	0.05	true	16	22		N
C7	40-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	28.4988	28.4323	0.0941				false	0.05	false	16	22		N
C7	40-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	31.0424	30.8883	0.218				false	0.05	false	16	22		N
C8	40-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	28.3657	28.4323	0.0941				false	0.05	false	16	22		N
C8	40-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	30.7341	30.8883	0.218				false	0.05	false	16	22		N
C9	65-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.5813	27.6111	0.0421				false	0.05	true	16	22		N
C10	65-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.6409	27.6111	0.0421				false	0.05	true	16	22		N
C11	65-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	29.7744	29.7012	0.1036				false	0.05	false	16	22		N
C11	65-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C12	65-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	29.628	29.7012	0.1036				false	0.05	false	16	22		N
C12	65-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
D1	52-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.3955	26.0566	0.4793				false	0.05	true	16	22		N
D2	52-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.7176	26.0566	0.4793				false	0.05	true	16	22		N
D3	52-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	31.8276	31.8457	0.0255				false	0.05	false	16	22		N
D3	52-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	30.9153	30.9145	0.0011				false	0.05	false	16	22		N
D4	52-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	31.8637	31.8457	0.0255				false	0.05	false	16	22		N
D4	52-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	30.9137	30.9145	0.0011				false	0.05	false	16	22		N
D5	40-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.7724	26.3059	0.6597				false	0.05	true	16	22		Y
D6	40-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.8394	26.3059	0.6597				false	0.05	true	16	22		Y
D7	40-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	30.3906	30.4156	0.0353				false	0.05	false	16	22		N
D7	40-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	28.6975	28.7233	0.0365				false	0.05	false	16	22		N
D8	40-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	30.4406	30.4156	0.0353				false	0.05	false	16	22		N
D8	40-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	28.749	28.7233	0.0365				false	0.05	false	16	22		N
