* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160324_CH_Mcap_31.eds
* Experiment Run End Time = 2016-03-24 13:17:51 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	227-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.6807	25.7925	0.158				true	0.05	true	16	22		N	N
A3	227-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.9042	25.7925	0.158				true	0.05	true	16	22		N	N
A4	NTC	Mc	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A5	240-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.6334	28.8946	0.3695				true	0.05	true	16	22		N	N
A6	240-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	29.1559	28.8946	0.3695				true	0.05	true	16	22		N	N
A7	240-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A7	240-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	29.7965	30.0074	0.2983				true	0.05	true	16	22		N	N
A8	240-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A8	240-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	30.2183	30.0074	0.2983				true	0.05	true	16	22		N	N
A9	215-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	37.5428	37.2422	0.4251				false	0.05	false	16	22		N	N
A9	215-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A10	215-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	36.9416	37.2422	0.4251				false	0.05	false	16	22		N	N
A10	215-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A11	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A11	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A12																		N	N
B1	228-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.7855	28.6434	0.201				true	0.05	true	16	22		N	N
B2	228-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.5013	28.6434	0.201				true	0.05	true	16	22		N	N
B3	228-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	28.9436	28.9296	0.0197				false	0.05	false	16	22		N	N
B3	228-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B4	228-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	28.9157	28.9296	0.0197				false	0.05	false	16	22		N	N
B4	228-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B5	31-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B6	31-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B7	31-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
B7	31-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B8	31-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
