* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160309_CH_Mcap_19.eds
* Experiment Run End Time = 2016-03-09 12:47:52 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	31-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A3	31-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.4933	25.5544	0.0863				true	0.05	true	16	22		N	N
A5	212-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.8344	25.8033	0.044				true	0.05	true	16	22		N	N
A6	212-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.7722	25.8033	0.044				true	0.05	true	16	22		N	N
A7	212-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.9985	30.9433	0.0781				false	0.05	false	16	22		N	N
A7	212-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	29.7562	29.7639	0.0109				true	0.05	true	16	22		N	N
A8	212-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.8881	30.9433	0.0781				false	0.05	false	16	22		N	N
A8	212-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	29.7716	29.7639	0.0109				true	0.05	true	16	22		N	N
A9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.5431	30.6111	0.0961				false	0.05	false	16	22		N	N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	27.6287	27.8019	0.245				true	0.05	true	16	22		N	N
A12																		N	N
B1	31-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.1083	27.96	0.2097				true	0.05	true	16	22		N	N
B2	31-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.8118	27.96	0.2097				true	0.05	true	16	22		N	N
B3	31-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	39.0048	39.0048					false	0.05	false	16	22		N	N
B3	31-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	27.8167	27.8617	0.0636				true	0.05	true	16	22		N	N
B4	31-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	39.0048					false	0.05	false	16	22		N	N
B4	31-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	27.9067	27.8617	0.0636				true	0.05	true	16	22		N	N
