* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160302_CH_Mcap_16.eds
* Experiment Run End Time = 2016-03-02 14:15:24 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	120-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.2187	27.025	0.2739				false	0.05	false	16	22		N	N
A3	120-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.8314	27.025	0.2739				false	0.05	false	16	22		N	N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.8324	25.8099	0.0318				false	0.05	false	16	22		N	N
A5	120-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.9132	27.0223	0.1542				false	0.05	false	16	22		N	N
A6	120-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.1314	27.0223	0.1542				false	0.05	false	16	22		N	N
A7	120-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	31.7132	31.7674	0.0767				false	0.05	false	16	22		N	N
A7	120-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	30.8695	30.7373	0.1869				false	0.05	false	16	22		N	N
A8	120-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	31.8216	31.7674	0.0767				false	0.05	false	16	22		N	N
A8	120-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	30.6051	30.7373	0.1869				false	0.05	false	16	22		N	N
A9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.9607	30.9418	0.0268				false	0.05	false	16	22		N	N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	28.0206	28.0385	0.0253				false	0.05	false	16	22		N	N
A12																		N	N
B1	120-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.2933	30.0841	0.2958				false	0.05	false	16	22		N	N
