* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160303_CH_Mcap_17.eds
* Experiment Run End Time = 2016-03-03 12:38:17 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	84-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.1883	26.0564	0.1866				false	0.05	false	16	22		N	N
A3	84-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	25.9244	26.0564	0.1866				false	0.05	false	16	22		N	N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	24.9545	25.0896	0.191				false	0.05	false	16	22		N	N
A5	228-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.5812	26.5291	0.0737				false	0.05	false	16	22		N	N
A6	228-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.477	26.5291	0.0737				false	0.05	false	16	22		N	N
A7	228-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	29.4923	29.5569	0.0914				false	0.05	false	16	22		N	N
A7	228-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A8	228-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	29.6216	29.5569	0.0914				false	0.05	false	16	22		N	N
A8	228-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A9	NTC	C	NTC	VIC	NFQ-MGB	39.2751	39.2751					false	0.05	false	16	22		N	N
A9	NTC	D	NTC	FAM	NFQ-MGB	36.7315	36.7315					false	0.05	false	16	22		N	N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined	39.2751					false	0.05	false	16	22		N	N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined	36.7315					false	0.05	false	16	22		N	N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.5091	30.6434	0.19				false	0.05	false	16	22		N	N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	27.8582	27.8492	0.0128				false	0.05	false	16	22		N	N
A12																		N	N
B1	84-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.4944	28.205	0.4092				false	0.05	false	16	22		N	N
B2	84-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.9157	28.205	0.4092				false	0.05	false	16	22		N	N
B3	84-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	30.6729	30.6686	0.0061				false	0.05	false	16	22		N	N
B3	84-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
B4	84-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	30.6642	30.6686	0.0061				false	0.05	false	16	22		N	N
B4	84-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
B5	20-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.5894	27.5315	0.0819				false	0.05	false	16	22		N	N
B6	20-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.4735	27.5315	0.0819				false	0.05	false	16	22		N	N
B7	20-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
B7	20-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	27.7238	27.6835	0.057				false	0.05	false	16	22		N	N
B8	20-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
B8	20-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	27.6432	27.6835	0.057				false	0.05	false	16	22		N	N
B9	20-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	24.9516	25.1841	0.3287				false	0.05	false	16	22		N	N
B10	20-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	25.4165	25.1841	0.3287				false	0.05	false	16	22		N	N
B11	20-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
B11	20-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	26.4865	26.4571	0.0415				false	0.05	false	16	22		N	N
B12	20-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
B12	20-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	26.4277	26.4571	0.0415				false	0.05	false	16	22		N	N
C1	228-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.8855	25.8056	0.113				false	0.05	false	16	22		N	N
C2	228-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.7257	25.8056	0.113				false	0.05	false	16	22		N	N
C3	228-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	27.6009	27.7502	0.211				false	0.05	false	16	22		N	N
C3	228-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
C4	228-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	27.8994	27.7502	0.211				false	0.05	false	16	22		N	N
C4	228-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
C5	20-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.505	26.5513	0.0654				false	0.05	false	16	22		N	N
C6	20-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.5976	26.5513	0.0654				false	0.05	false	16	22		N	N
