* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160315_CH_Mcap_27.eds
* Experiment Run End Time = 2016-03-15 14:02:16 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	137-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	34.107	33.9227	0.2607				true	0.05	true	16	22		N	N
A3	137-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	33.7383	33.9227	0.2607				true	0.05	true	16	22		N	N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.5002	26.1484	0.4975				true	0.05	true	16	22		N	N
A5	206-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	35.7195	35.6966	0.0325				true	0.05	true	16	22		N	N
A6	206-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	35.6736	35.6966	0.0325				true	0.05	true	16	22		N	N
A7	206-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.711	31.7554	0.0628				false	0.05	false	16	22		N	N
A7	206-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	34.281	34.4645	0.2595				true	0.05	true	16	22		N	N
A8	206-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.7998	31.7554	0.0628				false	0.05	false	16	22		N	N
A8	206-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	34.648	34.4645	0.2595				true	0.05	true	16	22		N	N
A9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.5952	31.7983	0.2872				false	0.05	false	16	22		N	N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	28.7636	28.9872	0.3162				true	0.05	true	16	22		N	N
A12																		N	N
B1	132-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.8151	27.5324	0.3998				true	0.05	true	16	22		N	N
B2	132-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.2497	27.5324	0.3998				true	0.05	true	16	22		N	N
B3	132-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	28.6664	28.7614	0.1343				false	0.05	false	16	22		N	N
B3	132-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B4	132-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	28.8563	28.7614	0.1343				false	0.05	false	16	22		N	N
B4	132-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B5	122-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.4109	30.5368	0.178				true	0.05	true	16	22		N	N
B6	122-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.6626	30.5368	0.178				true	0.05	true	16	22		N	N
B7	122-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	30.4697	30.3195	0.2124				false	0.05	false	16	22		N	N
B7	122-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	36.6074	36.321	0.4051				true	0.05	true	16	22		N	N
B8	122-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	30.1693	30.3195	0.2124				false	0.05	false	16	22		N	N
B8	122-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	36.0346	36.321	0.4051				true	0.05	true	16	22		N	N
B9	66-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	29.7742	29.4996	0.3884				true	0.05	true	16	22		N	N
B10	66-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	29.225	29.4996	0.3884				true	0.05	true	16	22		N	N
B11	66-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	29.1437	29.2956	0.2148				false	0.05	false	16	22		N	N
B11	66-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B12	66-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	29.4474	29.2956	0.2148				false	0.05	false	16	22		N	N
B12	66-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
C1	131-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	36.5858	36.7337	0.2092				true	0.05	true	16	22		N	N
C2	131-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	36.8816	36.7337	0.2092				true	0.05	true	16	22		N	N
C3	131-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	Y
C3	131-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	Y
C4	131-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	Y
C4	131-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	Y
C5	238-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.3857	27.0848	0.4256				true	0.05	true	16	22		N	N
C6	238-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.7839	27.0848	0.4256				true	0.05	true	16	22		N	N
C7	238-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.3567	30.2977	0.0835				false	0.05	false	16	22		N	N
C7	238-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	30.0665	29.8553	0.2986				true	0.05	true	16	22		N	N
C8	238-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.2387	30.2977	0.0835				false	0.05	false	16	22		N	N
C8	238-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	29.6442	29.8553	0.2986				true	0.05	true	16	22		N	N
C9	69-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	31.0987	31.1285	0.042				true	0.05	true	16	22		N	N
