* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160314_CH_Mcap_26.eds
* Experiment Run End Time = 2016-03-14 12:28:19 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	125-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.1969	27.0724	0.1761				true	0.05	true	16	22		N	N
A3	125-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.9479	27.0724	0.1761				true	0.05	true	16	22		N	N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.141	26.448	0.4342				true	0.05	true	16	22		N	N
A5	110-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.0914	27.2191	0.1806				true	0.05	true	16	22		N	N
A6	110-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.3468	27.2191	0.1806				true	0.05	true	16	22		N	N
A7	110-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	29.2299	29.1987	0.0443				false	0.05	false	16	22		Y	N
A7	110-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	34.0408	34.4729	0.6111				true	0.05	true	16	22		Y	N
A8	110-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	29.1674	29.1987	0.0443				false	0.05	false	16	22		Y	N
A8	110-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	34.905	34.4729	0.6111				true	0.05	true	16	22		Y	N
A9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N	N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.8016	30.7643	0.0528				false	0.05	false	16	22		N	N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	27.7633	27.7284	0.0493				true	0.05	true	16	22		N	N
A12																		N	N
B1	110-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.8605	26.796	0.0912				true	0.05	true	16	22		N	N
B2	110-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.7315	26.796	0.0912				true	0.05	true	16	22		N	N
B3	110-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	28.1593	28.2443	0.1202				false	0.05	false	16	22		N	N
B3	110-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B4	110-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	28.3293	28.2443	0.1202				false	0.05	false	16	22		N	N
B4	110-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B5	110-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	31.3125	31.1489	0.2312				true	0.05	true	16	22		N	N
B6	110-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	30.9854	31.1489	0.2312				true	0.05	true	16	22		N	N
