* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160301_CH_Mcap_13.eds
* Experiment Run End Time = 2016-03-01 12:27:10 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
A1																		N
A2	211-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	true	16	22		N
A3	211-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	true	16	22		N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.0462	25.8951	0.2137				false	0.05	true	16	22		N
A5	132-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	33.5406	33.6374	0.1369				false	0.05	true	16	22		N
A6	132-12.17.15	Mc	UNKNOWN	FAM	NFQ-MGB	33.7342	33.6374	0.1369				false	0.05	true	16	22		N
A7	132-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	29.4905	29.3605	0.184				false	0.05	false	16	22		N
A7	132-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A8	132-12.17.15	C	UNKNOWN	VIC	NFQ-MGB	29.2304	29.3605	0.184				false	0.05	false	16	22		N
A8	132-12.17.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.701	30.7369	0.0507				false	0.05	false	16	22		N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	28.3269	28.3842	0.0811				false	0.05	false	16	22		N
A12																		N
B1	211-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.2334	27.9486	0.4027				false	0.05	true	16	22		N
B2	211-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.6639	27.9486	0.4027				false	0.05	true	16	22		N
