* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160329_CH_Mcap_33.eds
* Experiment Run End Time = 2016-03-29 12:11:46 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2																		N	N
A3																		N	N
A4																		N	N
A5	31-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.5047	30.5169	0.0172				true	0.05	true	16	22		N	N
A6	31-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.5291	30.5169	0.0172				true	0.05	true	16	22		N	N
A7	31-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	38.8038					false	0.05	false	16	22		N	N
A7	31-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A8	31-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	38.8038	38.8038					false	0.05	false	16	22		N	N
A8	31-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
A9																		N	N
A10																		N	N
A11																		N	N
A12																		N	N
B1	227-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	31.343	31.1007	0.3427				true	0.05	true	16	22		N	N
B2	227-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.8584	31.1007	0.3427				true	0.05	true	16	22		N	N
B3	227-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.2472	31.3497	0.1449				false	0.05	false	16	22		N	N
B3	227-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B4	227-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.4522	31.3497	0.1449				false	0.05	false	16	22		N	N
B4	227-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B5	31-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	32.0731	31.9897	0.1179				true	0.05	true	16	22		N	N
B6	31-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	31.9063	31.9897	0.1179				true	0.05	true	16	22		N	N
B7	31-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	37.4076	37.5678	0.2265				false	0.05	false	16	22		N	N
B7	31-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
B8	31-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	37.728	37.5678	0.2265				false	0.05	false	16	22		N	Y
B8	31-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	Y
B9																		N	N
B10																		N	N
B11																		N	N
B12																		N	N
C1	227-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.3663	27.2224	0.2035				true	0.05	true	16	22		N	N
C2	227-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.0785	27.2224	0.2035				true	0.05	true	16	22		N	N
C3	227-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	27.8043	27.8318	0.0388				false	0.05	false	16	22		N	N
C3	227-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	36.2369	36.2722	0.0499				true	0.05	true	16	22		N	N
C4	227-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	27.8592	27.8318	0.0388				false	0.05	false	16	22		N	N
C4	227-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	36.3075	36.2722	0.0499				true	0.05	true	16	22		N	N
C5	72-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
C6	72-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N	N
