* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160311_CH_Mcap_24.eds
* Experiment Run End Time = 2016-03-11 14:23:52 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
A1																		N
A2	77-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.6403	27.7686	0.1814				true	0.05	true	16	22		N
A3	77-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.8969	27.7686	0.1814				true	0.05	true	16	22		N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.3363	26.2321	0.1474				true	0.05	true	16	22		N
A5	239-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.0685	27.3549	0.4051				true	0.05	true	16	22		N
A6	239-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.6414	27.3549	0.4051				true	0.05	true	16	22		N
A7	239-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.3741	31.4634	0.1263				false	0.05	false	16	22		N
A7	239-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A8	239-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.5528	31.4634	0.1263				false	0.05	false	16	22		N
A8	239-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.4947	31.438	0.0802				false	0.05	false	16	22		N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	28.8033	28.8209	0.0249				true	0.05	true	16	22		N
A12																		N
B1	77-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	31.0314	30.8131	0.3086				true	0.05	true	16	22		N
B2	77-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	30.5949	30.8131	0.3086				true	0.05	true	16	22		N
B3	77-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	34.6996	35.2179	0.733				false	0.05	false	16	22		Y
B3	77-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		Y
B4	77-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	35.7361	35.2179	0.733				false	0.05	false	16	22		Y
B4	77-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		Y
B5	239-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.0679	28.3024	0.3316				true	0.05	true	16	22		N
B6	239-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.5368	28.3024	0.3316				true	0.05	true	16	22		N
B7	239-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	29.6256	29.6578	0.0456				false	0.05	false	16	22		N
B7	239-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	32.3353	32.3769	0.0588				true	0.05	true	16	22		N
B8	239-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	29.6901	29.6578	0.0456				false	0.05	false	16	22		N
B8	239-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	32.4185	32.3769	0.0588				true	0.05	true	16	22		N
B9	26-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.0932	27.2015	0.1532				true	0.05	true	16	22		N
B10	26-11.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.3099	27.2015	0.1532				true	0.05	true	16	22		N
B11	26-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
B11	26-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	29.2828	29.4074	0.1763				true	0.05	true	16	22		N
B12	26-11.4.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
B12	26-11.4.15	D	UNKNOWN	FAM	NFQ-MGB	29.5321	29.4074	0.1763				true	0.05	true	16	22		N
C1	77-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.8052	28.6659	0.1971				true	0.05	true	16	22		N
C2	77-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.5265	28.6659	0.1971				true	0.05	true	16	22		N
C3	77-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.4385	30.83	0.5537				false	0.05	false	16	22		Y
C3	77-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		Y
C4	77-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	31.2215	30.83	0.5537				false	0.05	false	16	22		Y
C4	77-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		Y
C5	239-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.2563	27.2563					true	0.05	true	16	22		N
C6	239-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	Undetermined	27.2563					true	0.05	true	16	22		N
