* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160408_CH_Mcap_35.eds
* Experiment Run End Time = 2016-04-08 14:40:18 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
A1																		N
A2	72-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.2695	29.1656	0.1469				true	0.05	true	16	22		N
A3	72-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.0617	29.1656	0.1469				true	0.05	true	16	22		N
A4	NTC	Mc	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A5	109-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.935	29.1637	0.3234				true	0.05	true	16	22		N
A6	109-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	29.3923	29.1637	0.3234				true	0.05	true	16	22		N
A7	109-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	31.5987	31.2345	0.515				false	0.05	false	16	22		Y
A7	109-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		Y
A8	109-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	30.8704	31.2345	0.515				false	0.05	false	16	22		Y
A8	109-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		Y
A9	124-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	29.431	29.2886	0.2015				false	0.05	false	16	22		N
A9	124-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A10	124-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	29.1461	29.2886	0.2015				false	0.05	false	16	22		N
A10	124-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A11	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A11	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A12																		N
B1	77-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.4195	26.2707	0.2104				true	0.05	true	16	22		N
B2	77-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.1219	26.2707	0.2104				true	0.05	true	16	22		N
B3	77-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	29.2357	29.314	0.1107				false	0.05	false	16	22		N
B3	77-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B4	77-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	29.3923	29.314	0.1107				false	0.05	false	16	22		N
B4	77-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B5	110-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	30.8188	31.3702	0.7798				true	0.05	true	16	22		Y
B6	110-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	31.9216	31.3702	0.7798				true	0.05	true	16	22		Y
B7	110-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	31.8194	32.0413	0.3138				false	0.05	false	16	22		N
B7	110-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B8	110-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	32.2632	32.0413	0.3138				false	0.05	false	16	22		N
B8	110-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B9	125-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.5202	27.4869	0.0471				true	0.05	true	16	22		N
B10	125-3.31.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.4536	27.4869	0.0471				true	0.05	true	16	22		N
B11	125-3.31.16	C	UNKNOWN	VIC	NFQ-MGB	31.4946	31.7539	0.3666				false	0.05	false	16	22		N
B11	125-3.31.16	D	UNKNOWN	FAM	NFQ-MGB	31.6475	31.8565	0.2956				true	0.05	true	16	22		N
