* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\mahdi\Documents\kbayrecov2015\20160310_CH_Mcap_22.eds
* Experiment Run End Time = 2016-03-10 14:16:25 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD
A1																		N
A2	124-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.5236	27.5306	0.0099				true	0.05	true	16	22		N
A3	124-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.5375	27.5306	0.0099				true	0.05	true	16	22		N
A4	(+)208-12.4.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.4558	25.6226	0.2359				true	0.05	true	16	22		N
A5	207-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.8896	27.0765	0.2642				true	0.05	true	16	22		N
A6	207-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	27.2633	27.0765	0.2642				true	0.05	true	16	22		N
A7	207-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	33.3639	34.2374	1.2354				false	0.05	false	16	22		Y
A7	207-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	28.4394	28.5242	0.1198				true	0.05	true	16	22		Y
A8	207-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	35.111	34.2374	1.2354				false	0.05	false	16	22		Y
A8	207-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	28.6089	28.5242	0.1198				true	0.05	true	16	22		Y
A9	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A9	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A10	NTC	C	NTC	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
A10	NTC	D	NTC	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
A11	(+)208-12.4.15	C	UNKNOWN	VIC	NFQ-MGB	30.9287	30.8417	0.1231				false	0.05	false	16	22		N
A11	(+)208-12.4.15	D	UNKNOWN	FAM	NFQ-MGB	28.1007	28.2214	0.1706				true	0.05	true	16	22		N
A12																		N
B1	124-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.5018	26.4169	0.1201				true	0.05	true	16	22		N
B2	124-1.20.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.332	26.4169	0.1201				true	0.05	true	16	22		N
B3	124-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	28.0714	28.032	0.0557				false	0.05	false	16	22		N
B3	124-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B4	124-1.20.16	C	UNKNOWN	VIC	NFQ-MGB	27.9926	28.032	0.0557				false	0.05	false	16	22		N
B4	124-1.20.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
B5	207-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.2016	26.1069	0.1339				true	0.05	true	16	22		N
B6	207-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	26.0123	26.1069	0.1339				true	0.05	true	16	22		N
B7	207-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	35.7183	35.7702	0.0735				false	0.05	false	16	22		N
B7	207-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	29.0258	28.8694	0.2212				true	0.05	true	16	22		N
B8	207-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	35.8222	35.7702	0.0735				false	0.05	false	16	22		N
B8	207-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	28.713	28.8694	0.2212				true	0.05	true	16	22		N
B9	54-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.6296	27.6527	0.0327				true	0.05	true	16	22		N
B10	54-8.11.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.6758	27.6527	0.0327				true	0.05	true	16	22		N
B11	54-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	27.2131	28.0358	1.1634				false	0.05	false	16	22		Y
B11	54-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		Y
B12	54-8.11.15	C	UNKNOWN	VIC	NFQ-MGB	28.8584	28.0358	1.1634				false	0.05	false	16	22		Y
B12	54-8.11.15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		Y
C1	124-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.4962	28.3291	0.2364				true	0.05	true	16	22		N
C2	124-2.11.16	Mc	UNKNOWN	FAM	NFQ-MGB	28.1619	28.3291	0.2364				true	0.05	true	16	22		N
C3	124-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	28.7217	28.9124	0.2698				false	0.05	false	16	22		N
C3	124-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
C4	124-2.11.16	C	UNKNOWN	VIC	NFQ-MGB	29.1032	28.9124	0.2698				false	0.05	false	16	22		N
C4	124-2.11.16	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.05	true	16	22		N
C5	240-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.6943	27.6642	0.0426				true	0.05	true	16	22		N
C6	240-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	27.6341	27.6642	0.0426				true	0.05	true	16	22		N
C7	240-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C7	240-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	28.7527	28.6904	0.0881				true	0.05	true	16	22		N
C8	240-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
C8	240-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	28.6281	28.6904	0.0881				true	0.05	true	16	22		N
C9	54-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.3076	28.5085	0.2841				true	0.05	true	16	22		N
C10	54-9.14.15	Mc	UNKNOWN	FAM	NFQ-MGB	28.7093	28.5085	0.2841				true	0.05	true	16	22		N
C11	54-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	31.3325	31.4168	0.1193				false	0.05	false	16	22		N
C11	54-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	32.5307	32.7513	0.3119				true	0.05	true	16	22		N
C12	54-9.14.15	C	UNKNOWN	VIC	NFQ-MGB	31.5011	31.4168	0.1193				false	0.05	false	16	22		N
C12	54-9.14.15	D	UNKNOWN	FAM	NFQ-MGB	32.9719	32.7513	0.3119				true	0.05	true	16	22		N
D1	207-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.793	26.5541	0.3378				true	0.05	true	16	22		N
D2	207-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.3152	26.5541	0.3378				true	0.05	true	16	22		N
D3	207-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	33.2199	33.4339	0.3026				false	0.05	false	16	22		N
D3	207-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	29.9806	30.137	0.2213				true	0.05	true	16	22		N
D4	207-10.1.15	C	UNKNOWN	VIC	NFQ-MGB	33.6479	33.4339	0.3026				false	0.05	false	16	22		N
D4	207-10.1.15	D	UNKNOWN	FAM	NFQ-MGB	30.2935	30.137	0.2213				true	0.05	true	16	22		N
D5	240-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.8253	25.8045	0.0295				true	0.05	true	16	22		N
D6	240-10.21.15	Mc	UNKNOWN	FAM	NFQ-MGB	25.7836	25.8045	0.0295				true	0.05	true	16	22		N
D7	240-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
D7	240-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	30.278	30.3023	0.0344				true	0.05	true	16	22		N
D8	240-10.21.15	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.05	false	16	22		N
D8	240-10.21.15	D	UNKNOWN	FAM	NFQ-MGB	30.3266	30.3023	0.0344				true	0.05	true	16	22		N
D9	54-10.1.15	Mc	UNKNOWN	FAM	NFQ-MGB	26.7233	26.6879	0.0501				true	0.05	true	16	22		N
